species,order,LogBrain,LogBody,BrainResidual,BehaviorCategories,MigratoryDistance,SnowWeeks,EVI.BreedingSite(Winter),EVI.BreedingSite(Summer),EVI.NonBreedingSite(Winter),CV(EVI)Intra-year,CV(EVI)Among-years,PPC1,PPC2,FruitConsumer,InsectConsumer,ForestDweller,DietBreadth,Incubation,Fledging,DevelopmentalMode,SocialMatingSystem,ColonialBreeding,SocialForaging
Stercorarius_parasiticus,CHARADRIIFORMES,1.308,6.065,0.23,Migrant.Long,10296.418,NA,1.005,1.094,1.377,0.146,0.016,NA,NA,0,0,0,0.047,26,14.75,semiprecocial,Monogamous,Colonial,Aggregation
Stercorarius_pomarinus,CHARADRIIFORMES,1.569,6.469,0.291,Migrant.Long,7735.09,NA,1,1.056,1.411,0.203,0.014,NA,NA,0,0,0,0,25.9,17.75,semiprecocial,Monogamous,Solitary,NA
Sterna_albifrons,CHARADRIIFORMES,0.03,3.879,0.068,Migrant.Long,7673.717,NA,1.268,1.382,1.483,0.048,0.011,NA,NA,0,1,0,0.002,21.25,19.5,semiprecocial,Monogamous,Facultative,Aggregation
Sterna_aleutica,CHARADRIIFORMES,0.556,4.886,0.074,Migrant.Long,7710.354,NA,1.01,1.164,1.617,0.224,0.01,NA,NA,0,0,0,0,21,NA,semiprecocial,Monogamous,Facultative,NA
Sterna_caspia,CHARADRIIFORMES,1.515,6.337,0.302,Migrant.Short,3244.361,NA,1.241,1.327,1.447,0.053,0.009,NA,NA,0,0,0,0,23.5,37,semiprecocial,Monogamous,Facultative,Aggregation
Sterna_forsteri,CHARADRIIFORMES,0.754,4.874,0.278,Migrant.Short,2738.617,NA,1.215,1.359,1.454,0.06,0.014,NA,NA,0,1,0,0.002,23.25,NA,semiprecocial,Monogamous,Facultative,NA
Sterna_maxima,CHARADRIIFORMES,1.338,6.083,0.251,Migrant.Short,1215.979,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.001,29.25,30.5,semiprecocial,Monogamous,Colonial,Aggregation
Sterna_trudeaui,CHARADRIIFORMES,0.754,5.066,0.178,Migrant.Short,1341.441,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.002,NA,NA,semiprecocial,Monogamous,Colonial,NA
Stictonetta_naevosa,ANSERIFORMES,1.485,6.788,0.045,Resident.MidLat,0,0.012,1.447,1.416,1.447,0.011,0.017,0.945,4.015,0,0,0,0.12,28,29.8,precocial,Monogamous,NA,NA
Stigmatopelia_chinensis,COLUMBIFORMES,0.289,5.084,-0.295,Migrant.Short,198.352,NA,1.253,1.377,1.43,0.049,0.011,NA,NA,0,0,0,0,15,15,altricial,Monogamous,Solitary,Aggregation
Stiltia_isabella,CHARADRIIFORMES,0.032,4.156,-0.072,Migrant.Short,1407.466,NA,1.346,1.343,1.496,0.069,0.009,NA,NA,0,1,0,0.173,20.5,0.1,precocial,NA,NA,NA
Strepera_fuliginosa,PASSERIFORMES,1.668,5.953,0.641,Resident.HighLat,0,0.418,1.547,1.522,1.547,0.012,0.015,1.539,2.119,1,1,1,0.169,NA,NA,altricial,NA,NA,NA
Strepera_graculina,PASSERIFORMES,1.665,5.63,0.804,Resident.MidLat,0,0.005,1.46,1.471,1.46,0.013,0.013,-0.253,1.75,1,1,1,0.169,21,30.5,altricial,Monogamous,Solitary,NA
Strepera_versicolor,PASSERIFORMES,1.792,5.866,0.809,Resident.LowLat,0,0.017,1.378,1.411,1.378,0.011,0.01,-1.787,0.039,1,1,1,0.169,20,NA,altricial,Monogamous,Solitary,NA
Streptopelia_orientalis,COLUMBIFORMES,0.336,5.298,-0.354,Migrant.Short,3813.267,NA,1.113,1.261,1.37,0.084,0.012,NA,NA,0,0,1,0.115,20,NA,altricial,Monogamous,NA,NA
Streptopelia_turtur,COLUMBIFORMES,0.332,4.977,-0.199,Migrant.Short,4420.834,NA,1.297,1.354,1.321,0.028,0.008,NA,NA,0,0,1,0,13.5,19,altricial,Monogamous,Solitary,NA
Streptoprocne_zonaris,APODIFORMES,0.438,4.382,0.217,Resident.LowLat,0,0.012,1.611,1.625,1.611,0.017,0.012,0.021,0.875,0,1,1,0,32.5,50,altricial,NA,Facultative,NA
Strix_aluco,STRIGIFORMES,2.225,5.94,1.205,Resident.HighLat,0,5.484,1.348,1.446,1.348,0.055,0.016,14.061,-4.652,0,0,1,0.002,29,32.85,semialtricial,Facultative,Solitary,Pair
Strix_nebulosa,STRIGIFORMES,2.588,6.945,1.069,Resident.HighLat,0,18.311,1.073,1.245,1.073,0.08,0.02,23.178,-7.376,0,0,1,0.001,29.7,44.9,semialtricial,Monogamous,Solitary,Solitary
Strix_nigrolineata,STRIGIFORMES,1.99,6.268,0.81,Resident.LowLat,0,0,1.651,1.718,1.651,0.016,0.013,0.265,1.616,0,1,1,0.002,NA,NA,semialtricial,Monogamous,NA,NA
Strix_varia,STRIGIFORMES,2.502,6.546,1.185,Resident.HighLat,0,8.729,1.323,1.465,1.323,0.062,0.018,17.037,-5.543,0,1,1,0.002,28,36.75,semialtricial,Monogamous,NA,NA
Strix_virgata,STRIGIFORMES,1.808,5.798,0.86,Resident.LowLat,0,0,1.675,1.648,1.675,0.016,0.013,-0.101,1.318,0,1,1,0.002,NA,NA,semialtricial,Monogamous,NA,NA
Struthidea_cinerea,PASSERIFORMES,1.099,4.9,0.609,Resident.MidLat,0,0,1.388,1.42,1.388,0.01,0.011,-1.621,0.653,0,1,0,0.174,18,18,altricial,Monogamous,Facultative,Aggregation
Sturnella_neglecta,PASSERIFORMES,0.661,4.639,0.307,Migrant.Short,2015.644,NA,1.204,1.369,1.432,0.057,0.014,NA,NA,0,1,0,0.182,14,11,altricial,Polygamous,Solitary,Aggregation
Sturnus_vulgaris,PASSERIFORMES,0.655,4.446,0.402,Migrant.Short,2760.031,NA,1.186,1.317,1.347,0.055,0.013,NA,NA,0,1,0,0.137,12.2,21,altricial,Monogamous,Colonial,Aggregation
Surnia_ulula,STRIGIFORMES,2.012,5.657,1.137,Resident.HighLat,0,19.342,1.054,1.237,1.054,0.08,0.02,23.348,-7.786,0,1,1,0.001,27,28.5,semialtricial,Facultative,NA,NA
Sylvia_atricapilla,PASSERIFORMES,-0.466,2.852,0.111,Migrant.Long,5015.587,NA,1.241,1.395,1.421,0.056,0.014,NA,NA,0,1,0,0.103,11.25,11.5,altricial,Monogamous,Solitary,NA
Sylvia_borin,PASSERIFORMES,-0.456,2.87,0.112,Migrant.Long,6524.819,NA,1.247,1.392,1.558,0.074,0.015,NA,NA,0,1,1,0.078,11.5,10.55,altricial,Monogamous,Solitary,NA
Syma_torotoro,CORACIIFORMES,0.104,3.555,0.312,Resident.LowLat,0,0,1.687,1.689,1.687,0.011,0.014,-0.291,2.495,0,1,1,0.002,NA,NA,altricial,NA,NA,NA
Synallaxis_brachyura,PASSERIFORMES,-0.186,3.03,0.297,Resident.LowLat,0,0,1.705,1.71,1.705,0.015,0.013,0.055,1.611,0,1,1,0.173,18.25,15.75,altricial,Monogamous,Solitary,Pair
Syndactyla_guttulata,PASSERIFORMES,0.175,3.551,0.386,Resident.LowLat,0,0,1.591,1.699,1.591,0.017,0.015,0.98,2.398,0,1,1,0,NA,NA,altricial,NA,NA,NA
Syrigma_sibilatrix,PELECANIFORMES,1.521,6.165,0.393,Resident.MidLat,0,0.002,1.551,1.599,1.551,0.02,0.012,0.404,0.832,0,1,0,0.002,28,42,semialtricial,NA,NA,NA
Tachornis_phoenicobia,APODIFORMES,-1.269,2.299,-0.4,Resident.MidLat,0,0,1.553,1.683,1.553,0.018,0.013,0.554,1.435,0,1,0,0,NA,NA,altricial,NA,NA,NA
Tachybaptus_novaehollandiae,PODICIPEDIFORMES,0.486,5.178,-0.147,Migrant.Short,739.989,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0.002,23,0.1,precocial,Monogamous,Solitary,Aggregation
Tachycineta_bicolor,PASSERIFORMES,-0.635,2.996,-0.133,Migrant.Short,3393.065,NA,1.167,1.336,1.451,0.076,0.015,NA,NA,0,1,0,0.073,14.5,20.5,altricial,Monogamous,Facultative,Aggregation
Tachycineta_thalassina,PASSERIFORMES,-0.818,2.712,-0.167,Migrant.Short,3628.307,NA,1.195,1.296,1.46,0.068,0.012,NA,NA,0,1,1,0,13.5,22,altricial,Monogamous,Facultative,Bonded
Tachyeres_leucocephalus,ANSERIFORMES,2.322,8.161,0.166,Resident.HighLat,0,0.005,1.322,1.308,1.322,0.003,0.005,-5.16,-2.559,0,1,0,0,NA,NA,precocial,Monogamous,Facultative,NA
Tachyeres_patachonicus,ANSERIFORMES,2.206,7.93,0.169,Resident.HighLat,0,1.652,1.32,1.355,1.32,0.026,0.012,4.831,-2.481,0,1,0,0.046,35,NA,precocial,Monogamous,Solitary,NA
Tachyeres_pteneres,ANSERIFORMES,2.363,8.461,0.052,Resident.HighLat,0,1.758,1.325,1.363,1.325,0.043,0.025,12.946,4.285,0,1,0,0.002,35,NA,precocial,Monogamous,Solitary,NA
Tachyphonus_delatrii,PASSERIFORMES,-0.304,2.824,0.288,Resident.LowLat,0,0,1.718,1.743,1.718,0.014,0.014,0.124,2.019,0,1,1,0,NA,NA,altricial,NA,NA,NA
Tadorna_radjah,ANSERIFORMES,1.589,7.012,0.035,Resident.MidLat,0,0,1.485,1.542,1.485,0.012,0.01,-1.775,0.005,0,1,0,0.055,30,0.1,precocial,Monogamous,Solitary,Aggregation
Tadorna_tadorna,ANSERIFORMES,1.657,6.909,0.155,Migrant.Short,1865.989,NA,1.225,1.303,1.409,0.061,0.013,NA,NA,0,1,0,0.145,30,23.8,precocial,Monogamous,Facultative,NA
Tadorna_tadornoides,ANSERIFORMES,1.668,7.069,0.084,Resident.MidLat,0,0.227,1.403,1.382,1.403,0.011,0.011,-1.009,-0.218,0,1,0,0.145,31.5,0.1,precocial,Monogamous,Solitary,NA
Tadorna_variegata,ANSERIFORMES,1.816,7.326,0.097,Resident.HighLat,0,2.658,1.566,1.573,1.566,0.028,0.02,9.389,1.185,0,1,0,0.062,32.5,0.1,precocial,Monogamous,Solitary,Aggregation
Taeniopygia_bichenovii,PASSERIFORMES,-0.994,1.841,0.108,Resident.LowLat,0,0.001,1.393,1.442,1.393,0.011,0.01,-1.86,0.078,0,0,0,0.057,13.5,21,altricial,NA,NA,NA
Taeniopygia_guttata,PASSERIFORMES,-0.879,1.981,0.151,Resident.MidLat,0,0.001,1.349,1.37,1.349,0.007,0.009,-3.084,-0.643,0,0,0,0,14.3,21,altricial,Monogamous,NA,Aggregation
Tanygnathus_lucionensis,PSITTACIFORMES,1.848,5.371,1.121,Resident.LowLat,0,0,1.656,1.704,1.656,0.013,0.013,-0.232,1.857,1,0,1,0.17,24.5,56,altricial,Monogamous,Solitary,NA
Tanysiptera_sylvia,CORACIIFORMES,0.123,3.887,0.158,Migrant.Short,738.296,NA,1.585,1.582,1.668,0.032,0.011,NA,NA,0,1,1,0.002,27,27.5,altricial,NA,NA,NA
Taraba_major,PASSERIFORMES,0.588,4.205,0.458,Resident.LowLat,0,0,1.622,1.644,1.622,0.017,0.013,0.275,1.458,0,1,1,0.019,17.5,12.5,altricial,Monogamous,Solitary,Aggregation
Telophorus_zeylonus,PASSERIFORMES,0.655,4.208,0.523,Resident.MidLat,0,0.001,1.34,1.386,1.34,0.011,0.007,-3.273,-1.941,0,1,0,0.055,15.5,18,altricial,Monogamous,Solitary,Pair
Tephrodornis_pondicerianus,PASSERIFORMES,-0.122,2.972,0.392,Resident.MidLat,0,0.01,1.559,1.441,1.559,0.024,0.01,-0.027,-1.013,0,1,1,0.024,NA,NA,altricial,Monogamous,Solitary,NA
Terpsiphone_atrocaudata,PASSERIFORMES,-0.433,2.824,0.159,Migrant.Short,4477.949,NA,1.413,1.556,1.665,0.047,0.012,NA,NA,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,NA
Thalurania_furcata,APODIFORMES,-1.72,1.411,-0.397,Resident.LowLat,0,0,1.626,1.652,1.626,0.017,0.013,0.168,1.32,0,1,1,0.148,NA,NA,altricial,NA,NA,NA
Thamnomanes_caesius,PASSERIFORMES,-0.477,2.654,0.205,Resident.LowLat,0,0,1.68,1.671,1.68,0.014,0.013,-0.355,1.501,0,1,1,0,NA,NA,altricial,Monogamous,Solitary,Pair
Thamnophilus_caerulescens,PASSERIFORMES,-0.006,2.995,0.496,Resident.MidLat,0,0.003,1.515,1.6,1.515,0.021,0.012,0.546,0.651,0,1,1,0.057,NA,NA,altricial,Monogamous,Solitary,NA
Thamnophilus_punctatus,PASSERIFORMES,-0.046,3.108,0.396,Resident.LowLat,0,0,1.648,1.691,1.648,0.013,0.013,-0.222,2.044,0,1,1,0,14,9,altricial,Monogamous,Solitary,Aggregation
Thraupis_episcopus,PASSERIFORMES,0.092,3.438,0.362,Resident.LowLat,0,0,1.7,1.663,1.7,0.014,0.013,-0.251,1.659,1,1,1,0.144,13.25,17.5,altricial,Monogamous,Solitary,Bonded
Threnetes_ruckeri,APODIFORMES,-1.32,1.771,-0.181,Resident.LowLat,0,0,1.694,1.722,1.694,0.015,0.013,0.058,1.691,0,1,1,0.148,17.65,24.25,altricial,NA,NA,NA
Threskiornis_molucca,PELECANIFORMES,2.293,7.557,0.455,Resident.MidLat,0,0.027,1.551,1.498,1.551,0.018,0.015,1.509,2.74,0,1,0,0.002,21.5,21,semiprecocial,Monogamous,Colonial,Aggregation
Thryomanes_bewickii,PASSERIFORMES,-0.668,2.396,0.149,Migrant.Short,714.014,NA,1.319,1.404,1.403,0.037,0.011,NA,NA,0,1,0,0.011,14,14.5,altricial,Monogamous,Solitary,NA
Thryothorus_ludovicianus,PASSERIFORMES,-0.139,1.792,0.988,Resident.MidLat,0,1.287,1.502,1.543,1.502,0.038,0.013,6.243,-2.672,0,1,1,0.069,14,13.25,altricial,Monogamous,Solitary,Pair
Thryothorus_nigricapillus,PASSERIFORMES,0.058,3.327,0.386,Resident.LowLat,0,0,1.715,1.735,1.715,0.015,0.013,0.18,1.815,0,1,1,0,NA,16,altricial,Monogamous,NA,NA
Tiaris_olivaceus,PASSERIFORMES,-0.716,2.142,0.233,Resident.LowLat,0,0,1.608,1.701,1.608,0.016,0.013,0.389,1.767,0,0,0,0,12.75,13.5,altricial,NA,NA,NA
Tigrisoma_lineatum,PELECANIFORMES,1.879,6.62,0.523,Resident.LowLat,0,0,1.621,1.643,1.621,0.017,0.013,0.195,1.352,0,1,0,0.002,32.5,NA,semialtricial,NA,Facultative,NA
Tinamus_major,TINAMIFORMES,0.742,7.111,-0.864,Resident.LowLat,0,0,1.704,1.666,1.704,0.013,0.013,-0.215,1.776,1,1,1,0.159,NA,NA,precocial,NA,NA,NA
Tityra_cayana,PASSERIFORMES,0.588,4.369,0.373,Resident.LowLat,0,0,1.626,1.647,1.626,0.017,0.013,0.179,1.325,1,0,1,0.013,19.5,25,altricial,Monogamous,Solitary,Pair
Tityra_semifasciata,PASSERIFORMES,0.642,4.337,0.444,Resident.LowLat,0,0,1.697,1.662,1.697,0.016,0.013,-0.128,1.248,1,0,1,0.04,21,25,altricial,Monogamous,Solitary,Aggregation
Tockus_erythrorhynchus,BUCEROTIFORMES,1.295,4.942,0.783,Resident.LowLat,0,0,1.408,1.431,1.408,0.022,0.009,-0.897,-1.626,1,1,0,0.065,26,44,altricial,Monogamous,Solitary,Aggregation
Tockus_flavirostris,BUCEROTIFORMES,1.479,5.471,0.698,Resident.LowLat,0,0,1.365,1.357,1.365,0.011,0.01,-2.149,-0.352,1,1,0,0.073,NA,NA,altricial,NA,Solitary,NA
Todiramphus_chloris,CORACIIFORMES,0.331,4.218,0.194,Resident.LowLat,0,0,1.633,1.625,1.633,0.014,0.013,-0.379,1.374,0,1,1,0.002,NA,44,altricial,NA,Solitary,NA
Todiramphus_macleayii,CORACIIFORMES,0.059,3.557,0.266,Migrant.Short,2519.195,NA,1.551,1.549,1.665,0.054,0.01,NA,NA,0,1,1,0.001,19.5,28,altricial,Monogamous,Solitary,Solitary
Todiramphus_pyrrhopygius,CORACIIFORMES,0.14,4.069,0.08,Resident.MidLat,0,0.001,1.357,1.378,1.357,0.008,0.009,-3.024,-0.719,0,1,0,0.002,21.8,28,altricial,Monogamous,Facultative,Solitary
Todiramphus_sanctus,CORACIIFORMES,0.03,3.645,0.19,Migrant.Short,3488.047,NA,1.372,1.369,1.662,0.116,0.011,NA,NA,0,1,1,0.001,17.5,26.5,altricial,Monogamous,Solitary,Solitary
Todirostrum_cinereum,PASSERIFORMES,-1.139,1.668,0.052,Resident.LowLat,0,0.001,1.582,1.625,1.582,0.019,0.013,0.537,1.105,0,1,1,0.024,17.75,18,altricial,Monogamous,Solitary,Pair
Todus_mexicanus,CORACIIFORMES,-0.913,1.762,0.23,Resident.LowLat,0,0,1.66,1.729,1.66,0.012,0.012,-0.872,1.37,1,1,1,0.055,21.5,19.5,altricial,Monogamous,NA,NA
Todus_subulatus,CORACIIFORMES,-0.838,2.062,0.151,Resident.LowLat,0,0,1.573,1.669,1.573,0.015,0.012,-0.439,1.104,0,1,1,0,NA,NA,altricial,NA,NA,NA
Todus_todus,CORACIIFORMES,-0.894,1.875,0.19,Resident.LowLat,0,0,1.658,1.737,1.658,0.012,0.012,-0.81,1.289,0,1,1,0.024,NA,NA,altricial,NA,NA,NA
Tolmomyias_sulphurescens,PASSERIFORMES,-0.562,2.485,0.209,Resident.LowLat,0,0,1.635,1.643,1.635,0.017,0.013,0.076,1.224,0,1,1,0.024,17.5,21.5,altricial,Monogamous,Solitary,Aggregation
Touit_dilectissimus,PSITTACIFORMES,0.956,4.143,0.857,Resident.LowLat,0,0,1.716,1.699,1.716,0.016,0.013,0.184,1.692,1,0,1,0,NA,NA,altricial,Monogamous,NA,NA
Touit_purpuratus,PSITTACIFORMES,0.875,4.225,0.735,Resident.LowLat,0,0,1.713,1.676,1.713,0.012,0.013,-0.32,2.05,1,0,1,0.035,NA,NA,altricial,Monogamous,NA,NA
Toxorhamphus_poliopterus,PASSERIFORMES,-0.644,2.497,0.12,Resident.LowLat,0,0,1.682,1.673,1.682,0.011,0.015,0.039,2.933,0,1,1,0.148,NA,NA,altricial,NA,NA,NA
Toxostoma_curvirostre,PASSERIFORMES,0.742,4.398,0.513,Resident.MidLat,0,0.275,1.38,1.443,1.38,0.016,0.01,-0.226,-1.061,1,1,0,0.076,13,15.5,altricial,Monogamous,Solitary,NA
Trachyphonus_vaillantii,PICIFORMES,0.47,4.29,0.296,Resident.LowLat,0,0,1.433,1.577,1.433,0.027,0.009,0.3,-1.605,1,1,0,0.189,15,31,altricial,Monogamous,Solitary,NA
Tregellasia_capito,PASSERIFORMES,-0.261,2.651,0.423,Resident.MidLat,0,0,1.532,1.595,1.532,0.011,0.011,-1.709,0.261,0,1,1,0.173,16,17,altricial,NA,NA,NA
Tregellasia_leucops,PASSERIFORMES,-0.489,2.774,0.13,Resident.LowLat,0,0,1.691,1.683,1.691,0.011,0.015,0.122,2.962,0,1,1,0.057,NA,NA,altricial,NA,NA,NA
Treron_curvirostra,COLUMBIFORMES,0.3,5.043,-0.265,Resident.LowLat,0,0.029,1.683,1.598,1.683,0.02,0.013,0.613,0.936,1,0,0,0,NA,NA,altricial,Monogamous,NA,NA
Treron_formosae,COLUMBIFORMES,0.438,5.714,-0.467,Resident.MidLat,0,0.002,1.595,1.636,1.595,0.019,0.013,0.759,1.467,1,0,1,0.151,NA,NA,altricial,Monogamous,NA,NA
Treron_fulvicollis,COLUMBIFORMES,0.262,5.094,-0.327,Resident.MidLat,0,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,altricial,Monogamous,NA,NA
Trichodere_cockerelli,PASSERIFORMES,-0.431,2.923,0.109,Resident.MidLat,0,0,1.481,1.579,1.481,0.014,0.008,-2.241,-1.413,0,1,1,0.131,NA,NA,altricial,NA,NA,NA
Trichoglossus_chlorolepidotus,PSITTACIFORMES,1.119,4.347,0.916,Resident.MidLat,0,0.001,1.437,1.493,1.437,0.012,0.011,-1.343,0.678,1,0,0,0.17,22.5,58,altricial,Monogamous,NA,NA
Trichoglossus_haematodus,PSITTACIFORMES,1.24,4.773,0.82,Resident.LowLat,0,0.002,1.502,1.535,1.502,0.013,0.011,-1.06,0.696,0,0,1,0.072,23,58,altricial,Monogamous,Solitary,Aggregation
Tricholaema_leucomelas,PICIFORMES,-0.051,3.555,0.157,Resident.MidLat,0,0,1.355,1.437,1.355,0.015,0.009,-1.863,-1.217,1,1,0,0.102,14.5,35,altricial,NA,NA,NA
Trichothraupis_melanops,PASSERIFORMES,-0.1,3.075,0.36,Resident.MidLat,0,0,1.532,1.617,1.532,0.022,0.012,0.362,0.221,1,1,1,0.185,NA,NA,altricial,NA,NA,NA
Tringa_flavipes,CHARADRIIFORMES,0.075,4.412,-0.161,Migrant.Long,8511.334,NA,1.037,1.204,1.549,0.166,0.017,NA,NA,0,1,0,0.001,22.5,9.55,precocial,Monogamous,Solitary,Solitary
Tringa_glareola,CHARADRIIFORMES,-0.02,4.174,-0.134,Migrant.Long,7026.489,NA,1.063,1.224,1.477,0.136,0.016,NA,NA,0,1,1,0.033,22.5,14.55,precocial,Monogamous,Solitary,Aggregation
Tringa_melanoleuca,CHARADRIIFORMES,0.59,5.248,-0.076,Migrant.Long,7398.054,NA,1.061,1.283,1.54,0.105,0.018,NA,NA,0,1,1,0.002,23,9.55,precocial,Monogamous,NA,Aggregation
Tringa_nebularia,CHARADRIIFORMES,0.642,5.059,0.069,Migrant.Long,6732.916,NA,1.055,1.227,1.461,0.138,0.016,NA,NA,0,1,1,0.002,24.3,28,precocial,Facultative,Solitary,Aggregation
Tringa_solitaria,CHARADRIIFORMES,-0.193,3.953,-0.193,Migrant.Long,7801.266,NA,1.055,1.26,1.603,0.155,0.018,NA,NA,0,1,1,0.001,23.5,NA,precocial,Monogamous,Solitary,Solitary
Tringa_stagnatilis,CHARADRIIFORMES,0.017,4.284,-0.153,Migrant.Long,6387.512,NA,1.146,1.315,1.451,0.076,0.016,NA,NA,0,1,0,0.021,NA,28,precocial,Monogamous,Facultative,Aggregation
Trochilus_polytmus,APODIFORMES,-1.65,1.459,-0.351,Resident.LowLat,0,0,1.65,1.734,1.65,0.012,0.012,-0.776,1.302,0,1,1,0.148,18,21.5,altricial,NA,NA,NA
Trogon_massena,TROGONIFORMES,0.788,5.016,0.236,Resident.LowLat,0,0,1.67,1.736,1.67,0.015,0.013,0.038,1.815,1,1,1,0.065,NA,NA,altricial,NA,NA,NA
Trogon_violaceus,TROGONIFORMES,0.345,4.054,0.293,Resident.LowLat,0,0,1.716,1.682,1.716,0.013,0.013,-0.338,1.85,1,1,1,0.073,NA,17,altricial,NA,NA,NA
Trogon_viridis,TROGONIFORMES,0.56,4.477,0.29,Resident.LowLat,0,0,1.681,1.67,1.681,0.014,0.013,-0.368,1.409,1,1,1,0.072,17.25,22.25,altricial,NA,NA,NA
Tryngites_subruficollis,CHARADRIIFORMES,0.032,4.325,-0.16,Migrant.Long,10355.983,NA,1,1.026,1.557,0.252,0.015,NA,NA,0,1,0,0.153,24,0.5,precocial,Polygamous,Solitary,Aggregation
Turdoides_jardineii,PASSERIFORMES,0.693,4.357,0.485,Resident.LowLat,0,0,1.467,1.587,1.467,0.026,0.01,0.276,-1.171,0,1,0,0.099,15.25,19.5,altricial,Monogamous,Solitary,Bonded
Turdus_lherminieri,PASSERIFORMES,0.777,4.707,0.389,Resident.LowLat,0,0,1.696,1.729,1.696,0.012,0.017,1.092,4.067,1,1,1,0.073,NA,NA,altricial,NA,NA,NA
Turdus_merula,PASSERIFORMES,0.742,4.328,0.548,Migrant.Short,2090.964,NA,1.279,1.427,1.331,0.065,0.013,NA,NA,0,1,1,0.18,13,13.55,altricial,Monogamous,Solitary,Solitary
Turdus_migratorius,PASSERIFORMES,0.389,4.22,0.251,Migrant.Short,3251.004,NA,1.063,1.261,1.359,0.086,0.015,NA,NA,1,1,1,0.107,13,15,altricial,Monogamous,Solitary,Aggregation
Turdus_philomelos,PASSERIFORMES,0.531,3.989,0.512,Migrant.Short,3415.304,NA,1.153,1.324,1.352,0.079,0.015,NA,NA,0,1,1,0.114,13.4,13.35,altricial,Monogamous,Solitary,Solitary
Turnix_pyrrhothorax,CHARADRIIFORMES,-0.416,3.922,-0.399,Resident.MidLat,0,0.002,1.39,1.421,1.39,0.011,0.01,-1.887,0.149,0,1,0,0.173,15.5,NA,precocial,NA,NA,Pair
Turnix_suscitator,CHARADRIIFORMES,-0.357,4.025,-0.394,Resident.LowLat,0,0.026,1.513,1.619,1.513,0.023,0.011,0.426,-0.194,0,1,0,0.148,13.75,NA,precocial,Polygamous,NA,Aggregation
Turnix_varius,CHARADRIIFORMES,0.055,4.445,-0.198,Resident.LowLat,0,0.014,1.452,1.436,1.452,0.014,0.013,-0.235,1.532,1,1,1,0.185,13.5,NA,precocial,NA,NA,Pair
Turnix_velox,CHARADRIIFORMES,-0.511,3.557,-0.304,Resident.MidLat,0,0.001,1.355,1.368,1.355,0.008,0.009,-3,-0.59,0,1,0,0.151,15,NA,precocial,NA,NA,Aggregation
Turtur_brehmeri,COLUMBIFORMES,0.281,4.852,-0.182,Resident.LowLat,0,0,1.669,1.684,1.669,0.018,0.014,0.873,2.027,0,1,1,0.173,NA,NA,altricial,Monogamous,NA,NA
Turtur_tympanistria,COLUMBIFORMES,0.02,4.489,-0.255,Resident.LowLat,0,0,1.553,1.612,1.553,0.024,0.012,0.82,0.253,1,1,1,0.185,18.5,17.5,altricial,Monogamous,Solitary,Aggregation
Tympanuchus_phasianellus,GALLIFORMES,1.072,6.743,-0.346,Resident.HighLat,0,16.838,1.107,1.285,1.107,0.072,0.022,22.648,-5.248,0,0,1,0.116,23,0.1,precocial,Polygamous,Solitary,Solitary
Tyrannus_dominicensis,PASSERIFORMES,0,3.834,0.062,Migrant.Short,2476.992,NA,1.532,1.612,1.569,0.014,0.012,NA,NA,1,1,0,0.063,14.5,17,altricial,Monogamous,Solitary,NA
Tyrannus_verticalis,PASSERIFORMES,-0.02,3.689,0.117,Migrant.Short,3143.647,NA,1.283,1.361,1.467,0.057,0.012,NA,NA,0,1,0,0.024,13.5,16,altricial,Monogamous,Solitary,Aggregation
Tyto_alba,STRIGIFORMES,1.8,5.872,0.814,Resident.LowLat,0,0.639,1.491,1.496,1.491,0.022,0.011,1.737,-1.781,0,1,0,0.002,30.8,56,semialtricial,Monogamous,Solitary,Pair
Tyto_longimembris,STRIGIFORMES,1.658,6.17,0.528,Resident.LowLat,0,0.06,1.599,1.531,1.599,0.023,0.011,0.604,-0.404,0,1,0,0.001,NA,NA,semialtricial,NA,NA,NA
Tyto_novaehollandiae,STRIGIFORMES,2.144,6.641,0.777,Resident.MidLat,0,0.007,1.391,1.41,1.391,0.011,0.01,-1.983,-0.029,0,0,1,0,34.5,77,semialtricial,NA,NA,NA
Tyto_tenebricosa,STRIGIFORMES,2.542,6.51,1.243,Resident.LowLat,0,0.003,1.63,1.64,1.63,0.011,0.014,-0.431,2.268,0,1,1,0.001,42,87,semialtricial,Monogamous,Solitary,Solitary
Vanellus_armatus,CHARADRIIFORMES,0.665,5.111,0.067,Resident.LowLat,0,0,1.395,1.504,1.395,0.021,0.009,-0.928,-1.474,0,1,0,0,28.5,41,precocial,Monogamous,Solitary,NA
Vanellus_cayanus,CHARADRIIFORMES,0.486,4.486,0.212,Resident.LowLat,0,0,1.627,1.648,1.627,0.017,0.013,0.162,1.332,0,1,1,0,NA,NA,precocial,NA,NA,NA
Vanellus_coronatus,CHARADRIIFORMES,0.803,5.278,0.123,Resident.LowLat,0,0,1.395,1.467,1.395,0.018,0.009,-1.165,-1.019,0,1,0,0,30,30,precocial,Monogamous,Facultative,NA
